Ensembl_ID,protein_name,gene_name
ENSP00000443988,Sin3 histone deacetylase corepressor complex component SDS3 (45 kDa Sin3-associated polypeptide) (Suppressor of defective silencing 3 protein homolog),SUDS3 SAP45 SDS3
ENSP00000444052,Carboxylesterase 4A (EC 3.1.1.-),CES4A CES8 UNQ440/PRO873
ENSP00000444054,Olfactory receptor 52E8 (Olfactory receptor OR11-54),OR52E8
ENSP00000444134,Olfactory receptor 7G1 (Olfactory receptor 19-15) (OR19-15) (Olfactory receptor OR19-8),OR7G1 OR7G1P
ENSP00000444408,Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5),SLC1A5 ASCT2 M7V1 RDR RDRC
ENSP00000444736,Taste receptor type 2 member 30 (T2R30) (Taste receptor type 2 member 47) (T2R47),TAS2R30 TAS2R47
ENSP00000444747,Zinc finger protein 835,ZNF835
ENSP00000444788,"Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)",TDO2 TDO
ENSP00000444856,Cullin-2 (CUL-2),CUL2
ENSP00000445077,Eukaryotic translation initiation factor 2 subunit 3B (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma A) (eIF-2-gamma A) (eIF-2gA),EIF2S3B
ENSP00000445162,General transcription factor IIH subunit 3 (Basic transcription factor 2 34 kDa subunit) (BTF2 p34) (General transcription factor IIH polypeptide 3) (TFIIH basal transcription factor complex p34 subunit),GTF2H3
ENSP00000445175,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59),LDHA PIG19
ENSP00000445340,Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8),SLC5A8 AIT SMCT SMCT1
ENSP00000445366,"Dead end protein homolog 1 (RNA-binding motif, single-stranded-interacting protein 4)",DND1 RBMS4
ENSP00000445446,Protein C3orf33 (Protein AC3-33),C3orf33 MSTP052
ENSP00000445508,CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4),CNOT4 NOT4
ENSP00000445626,Early growth response protein 4 (EGR-4) (AT133),EGR4
ENSP00000445688,Ankyrin repeat domain-containing protein 65,ANKRD65
ENSP00000445768,DENN domain-containing protein 11 (DENND11) (Protein LCHN),DENND11 KIAA1147 LCHN
ENSP00000445829,Zinc transporter ZIP11 (Solute carrier family 39 member 11) (Zrt- and Irt-like protein 11) (ZIP-11),SLC39A11 C17orf26 ZIP11
ENSP00000445831,Histone H2B type 2-F (H2B-clustered histone 18),H2BC18 HIST2H2BF
ENSP00000445868,B-cell CLL/lymphoma 7 protein family member A,BCL7A
ENSP00000445905,EVI5-like protein (Ecotropic viral integration site 5-like protein),EVI5L
ENSP00000445920,Corrinoid adenosyltransferase MMAB (EC 2.5.1.-) (ATP:co(I)rrinoid adenosyltransferase MMAB) (Methylmalonic aciduria type B protein),MMAB
ENSP00000446058,SH2 domain-containing adapter protein D,SHD
ENSP00000446100,C-Maf-inducing protein (c-Mip) (Truncated c-Maf-inducing protein) (Tc-Mip),CMIP KIAA1694 TCMIP
ENSP00000446121,LIM and senescent cell antigen-like-containing domain protein 1 (Particularly interesting new Cys-His protein 1) (PINCH-1) (Renal carcinoma antigen NY-REN-48),LIMS1 PINCH PINCH1
ENSP00000446205,Transcription factor HES-7 (hHes7) (Class B basic helix-loop-helix protein 37) (bHLHb37) (Hairy and enhancer of split 7) (bHLH factor Hes7),HES7 BHLHB37
ENSP00000446280,Proprotein convertase subtilisin/kexin type 5 (EC 3.4.21.-) (Proprotein convertase 5) (PC5) (Proprotein convertase 6) (PC6) (hPC6) (Subtilisin/kexin-like protease PC5),PCSK5 PC5 PC6
ENSP00000446479,Protein adenylyltransferase FICD (EC 2.7.7.108) (AMPylator FICD) (De-AMPylase FICD) (EC 3.1.4.-) (FIC domain-containing protein) (Huntingtin yeast partner E) (Huntingtin-interacting protein 13) (HIP-13) (Huntingtin-interacting protein E),FICD HIP13 HYPE UNQ3041/PRO9857
ENSP00000446680,Homeobox protein Hox-C11 (Homeobox protein Hox-3H),HOXC11 HOX3H
ENSP00000446743,DUF3456 domain-containing protein,
ENSP00000446872,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial (Glu-AdT subunit C) (EC 6.3.5.-) (Protein 15E1.2)",GATC 15E1.2
ENSP00000446880,Bromodomain adjacent to zinc finger domain protein 2A (Transcription termination factor I-interacting protein 5) (TTF-I-interacting protein 5) (Tip5) (hWALp3),BAZ2A KIAA0314 TIP5
ENSP00000446916,Serine protease 58 (EC 3.4.21.4) (Trypsin-X3),PRSS58 TRY1 TRYX3 UNQ2540/PRO6090
ENSP00000447000,DnaJ homolog subfamily C member 14,
ENSP00000447001,60S ribosomal protein L18 (Large ribosomal subunit protein eL18),RPL18
ENSP00000447057,NOP protein chaperone 1,NOPCHAP1 C12orf45
ENSP00000447149,Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14),NR1H4 BAR FXR HRR1 RIP14
ENSP00000447173,"Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)",VDR NR1I1
ENSP00000447300,Rab-3A-interacting protein (Rab3A-interacting protein) (Rabin-3) (SSX2-interacting protein),RAB3IP RABIN8
ENSP00000447378,"Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)",MGAM MGA MGAML
ENSP00000447488,Protein lin-7 homolog A (Lin-7A) (hLin-7) (Mammalian lin-seven protein 1) (MALS-1) (Tax interaction protein 33) (TIP-33) (Vertebrate lin-7 homolog 1) (Veli-1),LIN7A MALS1 VELI1
ENSP00000447537,Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1) (GCN5-like protein 1) (Protein RT14),BLOC1S1 BLOS1 GCN5L1 RT14
ENSP00000447650,Biogenesis of lysosome-related organelles complex 1 subunit 1,
ENSP00000447679,Putative transmembrane protein INAFM1 (InaF-motif-containing protein 1) (Proline-rich protein 24),INAFM1 PRR24
ENSP00000447731,Transmembrane protein 116,TMEM116
ENSP00000447852,Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase),POC1B-GALNT4
ENSP00000447879,Zinc finger BED domain-containing protein 6,ZBED6
ENSP00000447931,Zinc finger protein 878,ZNF878
ENSP00000448012,Centrosomal protein of 290 kDa (Cep290) (Bardet-Biedl syndrome 14 protein) (Cancer/testis antigen 87) (CT87) (Nephrocystin-6) (Tumor antigen se2-2),CEP290 BBS14 KIAA0373 NPHP6
ENSP00000448035,Nascent polypeptide associated complex subunit alpha,NACA
ENSP00000448051,DAZ-associated protein 2 (Deleted in azoospermia-associated protein 2) (Proline-rich transcript in brain protein),DAZAP2 KIAA0058 PRTB
ENSP00000448059,Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase),PAH
ENSP00000448165,Apoptotic protease-activating factor 1 (APAF-1),APAF1 KIAA0413
ENSP00000448182,TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP),TBC1D15
ENSP00000448219,Taste receptor type 2 member 38 (T2R38) (PTC bitter taste receptor) (Taste receptor type 2 member 61) (T2R61),TAS2R38 PTC
ENSP00000448220,"Keratin, type II cytoskeletal 4 (Cytokeratin-4) (CK-4) (Keratin-4) (K4) (Type-II keratin Kb4)",KRT4 CYK4
ENSP00000448323,"Transcription factor IIIB 90 kDa subunit (TFIIIB90) (hTFIIIB90) (B-related factor 1) (BRF-1) (hBRF) (TAF3B2) (TATA box-binding protein-associated factor, RNA polymerase III, subunit 2)",BRF1 BRF GTF3B TAF3B2 TAF3C
ENSP00000448536,Overexpressed in colon carcinoma 1 protein (OCC-1) (AGD3),OCC1 C12orf75
ENSP00000448598,Chromatin complexes subunit BAP18 (BPTF-associated protein of 18 kDa),BAP18 C17orf49
ENSP00000448689,Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase),MAP3K12 ZPK
ENSP00000448789,Olfactory receptor 9A4 (Olfactory receptor OR7-1),OR9A4
ENSP00000449002,Olfactory receptor 11H12,OR11H12
ENSP00000449241,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)",AGAP2 CENTG1 KIAA0167
ENSP00000449253,Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2),KCNC2
ENSP00000449428,Twinfilin-1 (Protein A6) (Protein tyrosine kinase 9),TWF1 PTK9
ENSP00000449535,"Acyl-CoA synthetase short-chain family member 3, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 3) (Acyl-CoA synthetase short-chain family member 3) (Propionate--CoA ligase) (EC 6.2.1.17)",ACSS3
ENSP00000449629,Ankyrin repeat and sterile alpha motif domain-containing protein 1B (Amyloid-beta protein intracellular domain-associated protein 1) (AIDA-1) (E2A-PBX1-associated protein) (EB-1),ANKS1B
ENSP00000449751,Peptidyl-prolyl cis-trans isomerase FKBP11 (PPIase FKBP11) (EC 5.2.1.8) (19 kDa FK506-binding protein) (19 kDa FKBP) (FKBP-19) (FK506-binding protein 11) (FKBP-11) (Rotamase),FKBP11 FKBP19 UNQ336/PRO535
ENSP00000449770,Peptidase M24 domain-containing protein,
ENSP00000449784,Probable E3 ubiquitin-protein ligase HECTD4 (EC 2.3.2.26) (HECT domain-containing protein 4) (HECT-type E3 ubiquitin transferase HECTD4),HECTD4 C12orf51 KIAA0614
ENSP00000449795,TP53-regulated inhibitor of apoptosis 1 (Protein 15E1.1) (WF-1) (p53-inducible cell-survival factor) (p53CSV),TRIAP1 15E1.1 HSPC132
ENSP00000449960,Calcium-binding and coiled-coil domain-containing protein 1 (Calphoglin) (Coiled-coil coactivator protein) (Sarcoma antigen NY-SAR-3),CALCOCO1 KIAA1536 PP13275 UNQ2436/PRO4996
ENSP00000449999,C-type lectin domain family 5 member A (C-type lectin superfamily member 5) (Myeloid DAP12-associating lectin 1) (MDL-1),CLEC5A CLECSF5 MDL1
ENSP00000450040,60 kDa lysophospholipase (LysoLP) (EC 3.1.1.5) (Lysophospholipase-transacylase) [Includes: L-asparaginase (EC 3.5.1.1) (L-asparagine amidohydrolase); 1-alkyl-2-acetylglycerophosphocholine esterase (EC 3.1.1.47) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)],ASPG C14orf76
ENSP00000450114,Uncharacterized protein CLBA1 (Clathrin-binding box of aftiphilin-containing protein 1),CLBA1 C14orf79
ENSP00000450244,RasGAP-activating-like protein 1 (RAS protein activator like 1) (Ras GTPase-activating-like protein),RASAL1 RASAL
ENSP00000450281,Glu-AdT subunit C,
ENSP00000450337,Liprin-alpha-2 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-2) (PTPRF-interacting protein alpha-2),PPFIA2
ENSP00000450353,Aldehyde dehydrogenase domain-containing protein,
ENSP00000450436,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1)",ALDH6A1 MMSDH
ENSP00000450461,Centrosomal protein of 95 kDa (Cep95) (Coiled-coil domain-containing protein 45),CEP95 CCDC45 CEP45
ENSP00000450527,Homeodomain-only protein (Lung cancer-associated Y protein) (Not expressed in choriocarcinoma protein 1) (Odd homeobox protein 1),HOPX HOD HOP LAGY NECC1 OB1
ENSP00000450607,Protein timeless homolog (hTIM),TIMELESS TIM TIM1 TIMELESS1
ENSP00000450731,Vesicle transport through interaction with t-SNAREs homolog 1B (Vesicle transport v-SNARE protein Vti1-like 1) (Vti1-rp1),VTI1B VTI1 VTI1L VTI1L1 VTI2
ENSP00000450742,Zinc finger FYVE domain-containing protein 1 (Double FYVE-containing protein 1) (SR3) (Tandem FYVE fingers-1),ZFYVE1 DFCP1 KIAA1589 TAFF1 ZNFN2A1 PP10436
ENSP00000450832,Signal-induced proliferation-associated 1-like protein 1 (SIPA1-like protein 1) (High-risk human papilloma viruses E6 oncoproteins targeted protein 1) (E6-targeted protein 1),SIPA1L1 E6TP1 KIAA0440
ENSP00000450895,FPGT-TNNI3K readthrough,FPGT-TNNI3K
ENSP00000450909,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP C14orf156 DC23 DC50 PD04872
ENSP00000451030,Regulator of G-protein signaling 6 (RGS6) (S914),RGS6
ENSP00000451040,Placenta growth factor (PlGF),PGF PGFL PLGF
ENSP00000451080,Enhancer of rudimentary homolog,ERH
ENSP00000451112,NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1) (Human epididymis-specific protein 1) (He1) (Niemann-Pick disease type C2 protein),NPC2 HE1
ENSP00000451145,Transcription factor SOX-7,
ENSP00000451211,Protein NEDD1 (Neural precursor cell expressed developmentally down-regulated protein 1) (NEDD-1),NEDD1
ENSP00000451235,Peroxisomal biogenesis factor 19 (Peroxin-19) (Peroxisomal farnesylated protein),PEX19
ENSP00000451261,Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1) (Yeast ubiquitin-conjugating enzyme UBC6 homolog E) (HsUBC6e),UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205
ENSP00000451263,Mitogen-activated protein kinase kinase kinase 9 (EC 2.7.11.25) (Mixed lineage kinase 1),MAP3K9 MLK1 PRKE1
ENSP00000451369,Lysosomal enzyme trafficking factor (Transmembrane protein 251),
ENSP00000451560,G-protein coupled receptors family 1 profile domain-containing protein,
ENSP00000451575,Ankyrin repeat and SOCS box protein 2 (ASB-2),ASB2
ENSP00000451605,Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1) (MC1-R),MC1R MSHR
ENSP00000451792,Ig-like domain-containing protein,
ENSP00000451812,Protein lin-52 homolog,LIN52 C14orf46
ENSP00000451998,Echinoderm microtubule-associated protein-like 5 (EMAP-5),EML5
ENSP00000452007,"Iron-sulfur cluster assembly 2 homolog, mitochondrial (HESB-like domain-containing protein 1)",ISCA2 HBLD1
ENSP00000452037,Dynein axonemal light chain 1 (LC1),DNAL1 C14orf168
ENSP00000452120,Integrin alpha-7 [Cleaved into: Integrin alpha-7 heavy chain; Integrin alpha-7 light chain; Integrin alpha-7 70 kDa form],ITGA7 UNQ406/PRO768
ENSP00000452126,Repulsive guidance molecule A (RGM domain family member A),RGMA RGM
ENSP00000452347,Uncharacterized protein,
ENSP00000452398,Double homeobox protein A,DUXA
ENSP00000452401,Protein kinase C eta type,
ENSP00000452454,Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) (TFIIAL) (Transcription initiation factor TFIIA 42 kDa subunit) (TFIIA-42) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)],GTF2A1 TF2A1
ENSP00000452521,N-alpha-acetyltransferase 30 (EC 2.3.1.256) (N-acetyltransferase 12) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit),NAA30 C14orf35 MAK3 NAT12
ENSP00000452549,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,
ENSP00000452746,Proline-serine-threonine phosphatase-interacting protein 1 (PEST phosphatase-interacting protein 1) (CD2-binding protein 1) (H-PIP),PSTPIP1 CD2BP1
ENSP00000452762,"Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)",ETFA
ENSP00000452773,Coiled-coil domain-containing protein 32,CCDC32 C15orf57
ENSP00000452780,Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3],B2M CDABP0092 HDCMA22P
ENSP00000452871,Transducin-like enhancer protein 3 (Enhancer of split groucho-like protein 3) (ESG3),TLE3 KIAA1547
ENSP00000452885,Ubiquitin carboxyl-terminal hydrolase MINDY-2 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-2) (Protein FAM63B),MINDY2 FAM63B KIAA1164
ENSP00000453019,Transmembrane protein 250 (Herpes virus UL25-binding protein),TMEM250 C9orf69
ENSP00000453076,G-protein coupled receptor 176 (HB-954),GPR176
ENSP00000453089,Uncharacterized protein,
ENSP00000453129,N-acetylgalactosamine kinase (EC 2.7.1.157) (GalNAc kinase) (Galactokinase 2),GALK2 GK2
ENSP00000453153,BH3-like motif-containing cell death inducer (Breast cancer cell protein 2),BLID BRCC2
ENSP00000453302,Disintegrin and metalloproteinase domain-containing protein 8 (ADAM 8) (EC 3.4.24.-) (Cell surface antigen MS2) (CD antigen CD156a),ADAM8 MS2
ENSP00000453399,Transmembrane protein 185B (Protein FAM11B),TMEM185B FAM11B
ENSP00000453403,Nucleolar and spindle-associated protein 1 (NuSAP),NUSAP1 ANKT BM-037 PRO0310
ENSP00000453502,Suppressor of tumorigenicity 20 protein (Human cervical cancer suppressor gene 1 protein) (HCCS-1),ST20 HCCS1
ENSP00000453793,Homeobox protein Meis2 (Meis1-related protein 1),MEIS2 MRG1
ENSP00000453854,Selenocysteine insertion sequence-binding protein 2-like (SECIS-binding protein 2-like),SECISBP2L KIAA0256
ENSP00000453969,Coiled-coil domain-containing protein 9B,CCDC9B C15orf52
ENSP00000454014,Protein shisa-9,SHISA9
ENSP00000454021,Protein TGIF2-C20orf24,TGIF2-C20orf24
ENSP00000454071,Low-density lipoprotein receptor (LDL receptor),LDLR
ENSP00000454153,Glutaredoxin-like protein C5orf63,C5orf63
ENSP00000454303,AP-5 complex subunit beta-1 (Adaptor-related protein complex 5 beta subunit) (Beta5),AP5B1 PP1030
ENSP00000454370,Small lysine-rich protein 1,SMKR1
ENSP00000454380,Adenine nucleotide translocase lysine N-methyltransferase (ANT-KMT) (EC 2.1.1.-),ANTKMT C16orf24 FAM173A RJD7
ENSP00000454404,Transmembrane protein 170A,TMEM170A TMEM170
ENSP00000454407,Golgin subfamily A member 6-like protein 2,GOLGA6L2
ENSP00000454500,Conserved oligomeric Golgi complex subunit 8 (Component of oligomeric Golgi complex 8),
ENSP00000454746,40S ribosomal protein S15a,
ENSP00000454748,Leucine-rich repeat-containing protein 9,LRRC9
ENSP00000454770,Ankyrin repeat domain-containing protein 66,ANKRD66
ENSP00000454783,Coronin-2B (Coronin-like protein C) (Clipin-C) (Protein FC96),CORO2B KIAA0925
ENSP00000454786,40S ribosomal protein S17,
ENSP00000454836,Transducin beta-like protein 3 (WD repeat-containing protein SAZD),TBL3 SAZD
ENSP00000454919,RING finger protein 112 (EC 2.3.2.27) (Brain finger protein) (Zinc finger protein 179),RNF112 BFP ZNF179
ENSP00000454926,Modulator of smoothened protein (Attenuator of hedgehog),MOSMO ATTHOG C16orf52
ENSP00000455047,FAD/NAD(P)-binding domain-containing protein,
ENSP00000455068,Meteorin,METRN C16orf23 RJD6
ENSP00000455169,Neuropilin and tolloid-like protein 2 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 2),NETO2 BTCL2 UNQ1926/PRO4401
ENSP00000455442,Nuclear protein 2 (Nuclear transcriptional regulator 1-like protein) (Nuclear transcriptional regulator protein 2),NUPR2 NUPR1L
ENSP00000455444,Transcription factor 24 (TCF-24),TCF24
ENSP00000455469,Putative gap junction epsilon-1 protein (Connexin-23) (Cx23),GJE1
ENSP00000455507,non-specific serine/threonine protein kinase (EC 2.7.11.1),OBSCN
ENSP00000455547,Rab-GAP TBC domain-containing protein,
ENSP00000455561,Uncharacterized protein,
ENSP00000455585,Zinc finger protein 853,ZNF853
ENSP00000455607,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform (PHK-gamma-LT) (PHK-gamma-T) (EC 2.7.11.19) (PSK-C3) (Phosphorylase kinase subunit gamma-2)",PHKG2
ENSP00000455643,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),ST20-MTHFS
ENSP00000455659,Zinc finger protein 747,ZNF747
ENSP00000455948,C-type lectin domain family 19 member A,CLEC19A UNQ5810/PRO19627
ENSP00000456026,Small leucine-rich protein 1,SMLR1
ENSP00000456609,Receptor for retinol uptake STRA6 (Retinol-binding protein receptor STRA6) (Stimulated by retinoic acid gene 6 protein homolog),STRA6 PP14296 UNQ3126/PRO10282/PRO19578
ENSP00000456743,Kelch-like protein 36,KLHL36 C16orf44
ENSP00000456953,POTE ankyrin domain family member B2,POTEB2
ENSP00000457016,INO80 complex subunit E (Coiled-coil domain-containing protein 95),INO80E CCDC95
ENSP00000457230,WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1),WWOX FOR SDR41C1 WOX1
ENSP00000457258,Prolyl 3-hydroxylase OGFOD1 (EC 1.14.11.-) (2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1) (Termination and polyadenylation 1 homolog) (uS12 prolyl 3-hydroxylase),OGFOD1 KIAA1612 TPA1
ENSP00000457386,Small integral membrane protein 1 (Vel blood group antigen),SMIM1
ENSP00000457539,Apolipoprotein B receptor (Apolipoprotein B-100 receptor) (Apolipoprotein B-48 receptor) (Apolipoprotein B48 receptor) (apoB-48R),APOBR APOB48R
